"","Nome","Artista","Ano","ID","N_palavras","N_palavras_bin","Dif","Idioma_1","Idioma_2","Idioma_3","Idioma_4"
"4925","WHAT GOES AROUND... COMES AROUND","Justin Timberlake",2007,742,635,152,483,"en","scots","eng","en"
"4926","OVER MY HEAD (CABLE CAR)","The Fray",2007,743,236,106,130,"en","english","eng","en"
"4927","OPEN YOUR EYES","Snow Patrol",2007,744,183,66,117,"en","english","eng","en"
"4928","DIZ PRO MEU OLHAR","Zezé Di Camargo & Luciano",2007,745,95,79,16,"pt","portuguese","por","pt"
"4929","AMOR DE PING-PONG","Bruno & Marrone com Edson & Hudson",2007,746,48,42,6,"pt","portuguese","por","pt"
"4930","WHAT I'VE DONE","Linkin Park",2007,747,122,49,73,"en","english","eng","en"
"4931","1973","James Blunt",2007,748,182,64,118,"en","english","eng","en"
"4932","WALL TO WALL","Chris Brown",2007,749,473,128,345,"en","scots","eng","en"
"4933","PARA TU AMOR","Juanes",2007,750,159,52,107,"es","spanish","spa","es"
"4934","PULSOS","Pitty",2007,751,130,44,86,"pt","portuguese","por","pt"
"4935","MEU AMOR SE MUDOU PRA LUA","Paula Toller",2007,752,174,62,112,"pt","portuguese","por","pt"
"4936","TÁ PERDOADO","Maria Rita",2007,753,244,97,147,"pt","portuguese","por","pt"
"4937","LOUCA","Wanessa Camrgo",2007,754,255,88,167,"pt","portuguese","por","pt"
"4938","SAY GOODBYE","Chris Brown",2007,755,483,136,347,"en","scots","eng","en"
"4939","SENHOR DO TEMPO","Charlie Brown Jr.",2007,756,340,139,201,"pt","portuguese","por","pt"
"4940","GIMME THAT","Chris Brown featuring Lil Wayne",2007,757,429,118,311,"en","scots","eng","en"
"4941","CASO POR ACASO","César Menotti & Fabiano",2007,758,93,49,44,"pt","portuguese","por","pt"
"4942","LUA CHEIA / FICA DOIDA","Papas da Língua",2007,759,244,56,188,"pt","portuguese","por","pt"
"4943","ESPIRAIS","Marjorie Estiano",2007,760,153,71,82,"pt","portuguese","por","pt"
"4944","MIL ACASOS","Skank",2007,761,118,54,64,"pt","portuguese","por","pt"
"4945","FADA","Victor & Léo",2007,762,194,59,135,"pt","portuguese","por","pt"
"4946","THIS AIN'T A SCENE, IT'S AN ARMS RACE","Fall Out Boys",2007,763,243,98,145,"en","english","eng","en"
"4947","OLHA EU AÍ","Zezé Di Camargo & Luciano",2007,764,71,52,19,"pt","portuguese","por","pt"
"4948","CULPADA (MAS MALA QUE TU)","Wanessa Camargo",2007,765,119,70,49,"pt","portuguese","por","pt"
"4949","PELA ÚLTIMA VEZ NX","Zero",2007,766,174,74,100,"pt","portuguese","por","pt"
"4950","FUTURO PROMETIDO","Sorriso Maroto",2007,767,147,58,89,"pt","portuguese","por","pt"
"4951","DO IT WELL","Jennifer Lopez",2007,768,391,113,278,"en","scots","eng","en"
"4952","QUANDO ACABA UMA PAIXÃO","Daniel",2007,769,69,56,13,"pt","portuguese","por","pt"
"4953","CALL ME WHEN YOU'RE SOBER","Evanescence",2007,770,143,70,73,"en","english","eng","en"
"4954","BE GOOD TO ME","Ashley Tisdale",2007,771,229,77,152,"en","english","eng","en"
"4955","LIVRE PARA VOAR","Exaltasamba",2007,772,190,78,112,"pt","portuguese","por","pt"
"4956","AMOR ABSOLUTO","Daniel",2007,773,73,58,15,"pt","portuguese","por","pt"
"4957","TROPA DE ELITE","Tihuana",2007,774,306,82,224,"pt","portuguese","por","pt"
"4958","NA SUA ESTANTE","Pitty",2007,775,183,93,90,"pt","portuguese","por","pt"
"4959","BECAUSE OF YOU","Ne-Yo",2007,776,240,101,139,"en","english","eng","en"
"4960","WHEN YOU'RE GONE","Avril Lavigne",2007,777,234,87,147,"en","scots","eng","en"
"4961","BAIXA ESSA GUARDA","Grupo Revelação",2007,778,163,53,110,"pt","portuguese","por","pt"
"4962","ABCDE","Guilherme & Santiago",2007,779,163,74,89,"pt","portuguese","por","pt"
"4963","EU NUNCA DISSE ADEUS","Capital Inicial",2007,780,209,100,109,"pt","portuguese","por","pt"
"4964","WIND IT UP","Gwen Stefani",2007,781,288,125,163,"en","scots","eng","en"
"4965","THE WAY I LIVE","Baby Boy Da Prince featuring Lil Boosie",2007,782,531,220,311,"en","scots","eng","en"
"4966","EU VOU SEGUIR (REACH)","Marina Elali",2007,783,130,47,83,"pt","portuguese","por","pt"
"4967","TOTALMENTE DEMAIS","Perlla",2007,784,120,77,43,"pt","portuguese","por","pt"
"4968","QUE SEJA BEM-VINDA","Zezé Di Camargo & Luciano",2007,785,193,60,133,"pt","portuguese","por","pt"
"4969","INCONSOLABLE","Backstreet Boys",2007,786,246,87,159,"en","english","eng","en"
"4970","DOCE PAIXÃO","Babado Novo",2007,787,152,72,80,"pt","portuguese","por","pt"
"4971","TELL ME WHAT WE'RE GONNA DO NOW","Joss Stone featuring Common",2007,788,397,168,229,"en","english","eng","en"
"4972","DANCE, DANCE","Fall Out Boys",2007,789,249,94,155,"en","english","eng","en"
"4973","THE WAY I ARE","Timbaland featuring Keri Hilson",2007,790,480,111,369,"en","scots","eng","en"
"4974","COMO MÁGICA","Naldo & Lula",2007,791,146,53,93,"pt","portuguese","por","pt"
"4975","LITHIUM","Evanescence",2007,792,136,72,64,"en","scots","eng","en"
"4976","BUBBY","Colbie Caillat",2007,793,75,62,13,"it","italian","ita","it"
"4977","TELL ME 'BOUT IT","Joss Stone",2007,794,315,111,204,"en","english","eng","en"
"4978","SUMMER LOVE","Justin Timberlake",2007,795,363,120,243,"en","english","eng","en"
"4979","KEEP HOLDING ON","Avril Lavigne",2007,796,264,71,193,"en","english","eng","en"
"4980","INTRIGA DA OPOSIÇÃO","Belo",2007,797,281,84,197,"pt","portuguese","por","pt"
"4981","ABRI OS OLHOS","Sandy & Junior",2007,798,139,47,92,"pt","portuguese","por","pt"
"4982","Extravasa","Claúdia Leitte",2008,801,214,76,138,"pt","portuguese","por","pt"
"4983","Pela Última Vez","NX Zero",2008,802,174,74,100,"pt","portuguese","por","pt"
"4984","Low","Flo Rida & T-Pain",2008,803,551,188,363,"en","scots","eng","en"
"4985","Bubbly","Colbie Caillat",2008,804,202,85,117,"en","english","eng","en"
"4986","Hate That I Love You","Rihanna & Ne-Yo",2008,805,327,90,237,"en","scots","eng","en"
"4987","Me Abrace","Wanessa Camargo & Camila",2008,806,138,60,78,"pt","portuguese","por","pt"
"4988","Clumsy","Fergie",2008,807,323,73,250,"en","english","eng","en"
"4989","Forever","Chris Brown",2008,808,178,74,104,"en","english","eng","en"
"4990","Disturbia","Rihanna",2008,809,427,115,312,"en","scots","eng","en"
"4991","Mina do Condomínio","Seu Jorge",2008,810,376,80,296,"pt","portuguese","por","pt"
"4992","I Kissed A Girl","Katy Perry",2008,811,164,80,84,"en","english","eng","en"
"4993","Piece Of Me","Britney Spears",2008,812,310,94,216,"en","english","eng","en"
"4994","Coisas Que Eu Sei","Danni Carlos",2008,813,194,110,84,"pt","portuguese","por","pt"
"4995","Cedo ou Tarde","NX Zero",2008,814,169,55,114,"pt","portuguese","por","pt"
"4996","No One","Alicia Keys",2008,815,196,66,130,"en","english","eng","en"
"4997","With You","Chris Brown",2008,816,486,111,375,"en","english","eng","en"
"4998","Tem Que Ser Você","Victor & Leo",2008,817,119,36,83,"pt","portuguese","por","pt"
"4999","Love In This Club","Usher & Young Jeezy",2008,818,411,165,246,"en","scots","eng","en"
"5000","Give It 2 Me","Madonna",2008,819,356,85,271,"en","scots","eng","en"
"5001","Pense em Mim","Darvin",2008,820,188,30,158,"pt","portuguese","por","pt"
"5002","Bleeding Love","Leona Lewis",2008,821,298,99,199,"en","english","eng","en"
"5003","Pontes Indestrutíveis","Charlie Brown Jr.",2008,822,290,127,163,"pt","portuguese","por","pt"
"5004","Semente","Armandinho",2008,823,271,65,206,"pt","portuguese","por","pt"
"5005","Tropa de Elite ","Tihuana",2008,824,306,82,224,"pt","portuguese","por","pt"
"5006","Inconsolable","Backstreet Boys",2008,825,246,87,159,"en","english","eng","en"
"5007","Take A Bow","Rihanna",2008,826,221,87,134,"en","english","eng","en"
"5008","Gimme More","Britney Spears",2008,827,303,89,214,"en","scots","eng","en"
"5009","Não Faz Mais Isso Comigo","Bruno & Marrone",2008,828,186,56,130,"pt","portuguese","por","pt"
"5010","Kiss Kiss","Chris Brown & T-Pain",2008,829,597,149,448,"en","english","eng","en"
"5011","Touch My Body","Mariah Carey",2008,830,421,123,298,"en","scots","eng","en"
"5012","4 Minutes","Madonna & Justin Timberlake",2008,831,379,100,279,"en","scots","eng","en"
"5013","Não é Proibido","Marisa Monte",2008,832,151,61,90,"pt","portuguese","por","pt"
"5014","Sorry, Blame It On Me","Akon",2008,833,559,195,364,"en","scots","eng","en"
"5015","Imprevisível","Edson & Hudson & Bruno & Marrone",2008,834,301,148,153,"pt","portuguese","por","pt"
"5016","Wall To Wall","Chris Brown",2008,835,473,128,345,"en","scots","eng","en"
"5017","Amado","Vanessa da Mata",2008,836,121,80,41,"pt","portuguese","por","pt"
"5018","Ficar por Ficar","Bruno & Marrone",2008,837,123,35,88,"pt","portuguese","por","pt"
"5019","Ciumenta","César Menotti & Fabiano",2008,838,135,48,87,"pt","portuguese","por","pt"
"5020","Me Love","Sean Kingston",2008,839,263,76,187,"en","english","eng","en"
"5021","Uma Criança com Seu Olhar","Charlie Brown Jr.",2008,840,250,108,142,"pt","portuguese","por","pt"
"5022","Apologize","Timbaland & One Republic",2008,841,198,64,134,"en","scots","eng","en"
"5023","Same Mistake","James Blunt",2008,842,214,90,124,"en","english","eng","en"
"5024","Closer","Ne-Yo",2008,843,279,86,193,"en","english","eng","en"
"5025","Don't Stop The Music","Rihanna",2008,844,388,94,294,"en","scots","sco","en"
"5026","Não Me Faça Esperar","Ivete Sangalo",2008,845,240,61,179,"pt","portuguese","por","pt"
"5027","When I'm Gone","Simple Plan",2008,846,735,294,441,"en","english","eng","en"
"5028","Pulsos","Pitty",2008,847,130,44,86,"pt","portuguese","por","pt"
"5029","Womanizer","Britney Spears",2008,848,402,99,303,"en","scots","eng","en"
"5030","This Is Me","Demi Lovato & Joe Jonas",2008,849,240,87,153,"en","english","eng","en"
"5031","Ainda Gosto Dela","Skank & Negra Li",2008,850,235,71,164,"pt","portuguese","por","pt"
"5032","Fala","Edson & Hudson",2008,851,34,18,16,"pt","portuguese","por","pt"
"5033","When You're Gone","Avril Lavigne",2008,852,234,87,147,"en","scots","eng","en"
"5034","Monstro Invisível","O Rappa",2008,853,260,67,193,"pt","portuguese","por","pt"
"5035","Sete a Uma","Offline",2008,854,335,104,231,"pt","portuguese","por","pt"
"5036","So What","Pink",2008,855,287,89,198,"en","scots","sco","en"
"5037","Borboletas","Victor & Leo",2008,856,186,58,128,"pt","portuguese","por","pt"
"5038","Stronger","Kanye West",2008,857,419,146,273,"en","scots","eng","en"
"5039","If I Were A Boy","Beyonce",2008,858,227,98,129,"en","scots","eng","en"
"5040","Caso Por Acaso","César Menotti & Fabiano",2008,859,93,49,44,"pt","portuguese","por","pt"
"5041","When You Look Me In  Eyes","Jonas Brothers",2008,860,222,81,141,"en","english","eng","en"
"5042","Chega","Zezé Di Camargo & Luciano",2008,861,152,53,99,"pt","portuguese","por","pt"
"5043","Não Há","Seu Cuca",2008,862,76,50,26,"pt","portuguese","por","pt"
"5044","Right Now (Na Na Na)","Akon",2008,863,357,93,264,"en","scots","eng","en"
"5045","Dança do Créu","MC Créu",2008,864,271,46,225,"pt","portuguese","por","pt"
"5046","Ayo Technology","50 Cent & Justin Timberlake & Timbaland",2008,865,562,184,378,"en","scots","eng","en"
"5047","Bang Bang","Dibob",2008,866,414,134,280,"en","scots","eng","en"
"5048","Coração Bandido","Leonardo",2008,867,168,68,100,"pt","portuguese","por","pt"
"5049","American Boy","Estelle & Kanye West",2008,868,432,207,225,"en","scots","eng","en"
"5050","Burguesinha","Seu Jorge",2008,869,179,42,137,"pt","portuguese","por","pt"
"5051","Do It Well","Jennifer Lopez",2008,870,391,113,278,"en","scots","eng","en"
"5052","Lollipop","Lil Wayne & Static Major",2008,871,138,54,84,"en","scots","eng","en"
"5053","Violet Hill","Coldplay",2008,872,137,84,53,"en","english","eng","en"
"5054","Beleza Pura","Skank",2008,873,138,63,75,"pt","portuguese","por","pt"
"5055","Bye Bye","Inimigos da HP",2008,874,547,151,396,"en","english","eng","en"
"5056","Vida Boa","Victor & Léo",2008,875,186,80,106,"pt","portuguese","por","pt"
"5057","Dangerous","Kardinal Offishall & Akon",2008,876,441,170,271,"en","english","eng","en"
"5058","1 Minuto","D'Black & Negra Li",2008,877,146,59,87,"pt","portuguese","por","pt"
"5059","Desabafo","Marcelo D2",2008,878,254,137,117,"pt","portuguese","por","pt"
"5060","Divina Comédia","Scracho",2008,879,206,87,119,"pt","portuguese","por","pt"
"5061","I'll Be Waiting","Lenny Kravitz",2008,880,205,78,127,"en","english","eng","en"
"5062","Sufoco","João Bosco & Vinícius",2008,881,217,50,167,"pt","portuguese","por","pt"
"5063","Você Me Ensinou Amor","Nathália",2008,882,178,70,108,"pt","portuguese","por","pt"
"5064","Me Pega de Jeito","Wanessa Camargo",2008,883,148,56,92,"pt","portuguese","por","pt"
"5065","The Way I Live","Baby Boy Da Prince & Lil Boosie",2008,884,531,220,311,"en","scots","eng","en"
"5066","Naticongo","Natiruts",2008,885,128,86,42,"pt","portuguese","por","pt"
"5067","Teardrops On My Guitar","Taylor Swift",2008,886,209,110,99,"en","english","eng","en"
"5068","Baby Love","Nicole Scherzinger & will.i.am",2008,887,373,90,283,"en","english","eng","en"
"5069","The Kill","30 Seconds To Mars",2008,888,147,57,90,"en","scots","eng","en"
"5070","Difícil Não Falar de Amor","Daniel",2008,889,158,40,118,"pt","portuguese","por","pt"
"5071","Bala de Prata","Fernando & Sorocaba",2008,890,197,82,115,"pt","portuguese","por","pt"
"5072","Sem Ar","D'Black",2008,891,237,101,136,"pt","portuguese","por","pt"
"5073","Como Mágica","Naldo & Lula",2008,892,146,53,93,"pt","portuguese","por","pt"
"5074","Nossa Música","CPM 22",2008,893,293,179,114,"pt","portuguese","por","pt"
"5075","Live Your Life","T.I. & Rihanna",2008,894,717,265,452,"en","english","eng","en"
"5076","Burnin' Up","Jonas Brothers",2008,895,218,84,134,"en","english","eng","en"
"5077","Fatalmente","Rodriguinho",2008,896,242,62,180,"pt","portuguese","por","pt"
"5078","Midnight Bottle","Colbie Caillat",2008,897,221,85,136,"en","scots","eng","en"
"5079","Algum Dia","Capital Inicial",2008,898,183,69,114,"pt","portuguese","por","pt"
"5080","Primeira Namorada","Sorriso Maroto",2008,899,269,78,191,"pt","portuguese","por","pt"
"5081","Blusinha Branca","Papas da Língua",2008,8100,106,58,48,"pt","portuguese","por","pt"
"5082","Circus","Britney Spears",2009,901,314,85,229,"en","scots","eng","en"
"5083","Halo","Beyoncé",2009,902,296,95,201,"en","english","eng","en"
"5084","Agenda","Ornella Di Santis & Belo",2009,903,203,83,120,"pt","portuguese","por","pt"
"5085","Não Tente me Impedir","Bruno & Marrone",2009,904,108,61,47,"pt","portuguese","por","pt"
"5086","Te Amo","Rihanna",2009,905,245,110,135,"pt","portuguese","por","pt"
"5087","Foi Você Quem Trouxe","Edson & Hudson",2009,906,139,55,84,"pt","portuguese","por","pt"
"5088","Boom Boom Pow","The Black Eyed Peas",2009,907,396,97,299,"en","scots","eng","en"
"5089","Just Dance","Lady GaGa ft Colby O'Donis",2009,908,368,156,212,"en","scots","eng","en"
"5090","Deus e Eu no Sertão","Victor & Leo",2009,909,68,52,16,"pt","portuguese","por","pt"
"5091","Fly","Wanessa Camargo & Ja Rule",2009,910,244,135,109,"en","english","eng","en"
"5092","Single Ladies (Put A Ring On It)","Beyonce",2009,911,390,104,286,"en","scots","eng","en"
"5093","Paparazzi","Lady GaGa",2009,912,228,97,131,"en","english","eng","en"
"5094","A lhe Esperar","Os Paralamas do Sucesso",2009,913,95,66,29,"pt","portuguese","por","pt"
"5095","Poker Face","Lady GaGa",2009,914,279,91,188,"en","scots","sco","en"
"5096","I Gotta Feeling","The Black Eyed Peas",2009,915,368,94,274,"en","english","eng","en"
"5097","Sutilmente","Skank",2009,916,122,28,94,"pt","portuguese","por","pt"
"5098","Me Encontra","Charlie Brown Jr.",2009,917,148,75,73,"pt","portuguese","por","pt"
"5099","Hot N Cold","Katy Perry",2009,918,291,79,212,"en","english","eng","en"
"5100","Cadê Dalila","Ivete Sangalo",2009,919,276,53,223,"pt","portuguese","por","pt"
"5101","Me Adora","Pitty",2009,920,188,71,117,"pt","portuguese","por","pt"
"5102","Hush Hush","The Pussycat Dolls",2009,921,347,125,222,"en","english","eng","en"
"5103","If U Seek Amy","Britney Spears",2009,922,378,91,287,"en","english","eng","en"
"5104","Imprevisível","Edson & Hudson ft Bruno & Marrone",2009,923,301,148,153,"pt","portuguese","por","pt"
"5105","I'm Yours","Jason Mraz",2009,924,244,134,110,"en","english","eng","en"
"5106","Alguém Que Te Faz Sorrir","Fresno",2009,925,136,55,81,"pt","portuguese","por","pt"
"5107","Paga Pau","Fernando & Sorocaba",2009,926,216,58,158,"pt","portuguese","por","pt"
"5108","She Wolf","Shakira",2009,927,219,115,104,"en","english","eng","en"
"5109","I Hate This Part","The Pussycat Dolls",2009,928,281,98,183,"en","english","eng","en"
"5110","I Want To Know What Love Is","Mariah Carey",2009,929,248,85,163,"en","scots","eng","en"
"5111","Celebration","Madonna",2009,930,222,44,178,"en","english","eng","en"
"5112","Cartas Pra Você","NX Zero",2009,931,96,46,50,"pt","portuguese","por","pt"
"5113","Daqui Pra Frente","NX Zero",2009,932,211,69,142,"pt","portuguese","por","pt"
"5114","Nada Es Normal","Victor & Leo",2009,933,102,43,59,"es","spanish","spa","es"
"5115","Live Your Life","T.I. ft Rihanna",2009,934,717,265,452,"en","english","eng","en"
"5116","Chora, Me Liga","João Bosco & Vinicius",2009,935,176,60,116,"pt","portuguese","por","pt"
"5117","Agora Eu Já Sei","Ivete Sangalo",2009,936,160,48,112,"pt","portuguese","por","pt"
"5118","Lucky","Jason Mraz ft Colbie Caillat",2009,937,222,96,126,"en","english","eng","en"
"5119","3","Britney Spears",2009,938,203,68,135,"en","scots","eng","en"
"5120","Womanizer","Britney Spears",2009,939,402,99,303,"en","scots","eng","en"
"5121","Love Sex Magic","Ciara ft Justin Timberlake",2009,940,434,115,319,"en","english","eng","en"
"5122","Right Now (Na Na Na)","Akon",2009,941,357,93,264,"en","scots","eng","en"
"5123","Down","Jay Sean ft Lil Wayne",2009,942,169,60,109,"en","scots","eng","en"
"5124","Closer","Ne-Yo",2009,943,279,86,193,"en","english","eng","en"
"5125","Pessoal Particular","Seu Jorge",2009,944,418,64,354,"pt","portuguese","por","pt"
"5126","If I Were A Boy","Beyonce",2009,945,227,98,129,"en","scots","eng","en"
"5127","Espero a Minha Vez","NX Zero",2009,946,142,58,84,"pt","portuguese","por","pt"
"5128","Right Round","Flo Rida",2009,947,437,171,266,"en","scots","eng","en"
"5129","Thinking Of You","Katy Perry",2009,948,205,96,109,"en","scots","eng","en"
"5130","Rehab","Rihanna",2009,949,207,88,119,"en","scots","eng","en"
"5131","Passos Escuros","Hevo 84",2009,950,167,59,108,"pt","portuguese","por","pt"
"5132","Voa Beija-Flor","Jorge & Mateus",2009,951,230,69,161,"pt","portuguese","por","pt"
"5133","Miss Independent","Ne-Yo",2009,952,360,101,259,"en","english","eng","en"
"5134","Radar","Britney Spears",2009,953,358,92,266,"en","scots","eng","en"
"5135","Sorri, Sou Rei","Natiruts & Claudia Leitte",2009,954,209,108,101,"pt","spanish","por","pt"
"5136","Obssessed","Mariah Carey",2009,955,275,97,178,"en","scots","eng","en"
"5137","Mad","Ne-Yo",2009,956,321,103,218,"en","scots","eng","en"
"5138","Burguesinha","Seu Jorge",2009,957,179,42,137,"pt","portuguese","por","pt"
