Nome.x,Artista.x,Ano,ID,Nome.y,Artista.y,Letra,Idioma,topico_hdp
Surpresa De Amor,Turma Do Pagode,2015,1583,Surpresa de Amor,Turma do Pagode,"Tô muito feliz
Hoje encontrei alguém que pensa igual a mim
É amor demais
Que chegou na hora certa e me trouxe a paz
Com você, faço planos e não tenho medo de me arrepender
É tão bom sentir esse frio na barriga, é sinal de paixão
Tá, vou confessar
A princípio tive medo de me entregar
Mas me entreguei
E naquele instante, por você me apaixonei
E assim, começou nossa história e pra sorte Deus abençoou
Nosso amor, nosso amor, ôôô
Namorar é bom, te beijar é bom
Surpresa de amor é, bom, bom, bom, bombom
Eu tô apaixonado, meu bombom delicado
Sua boca é tão macia é, bom, bom, bom, bombom
Namorar é bom, te beijar é bom
Surpresa de amor é, bom, bom, bom, bombom
Eu tô apaixonado, meu bombom delicado
Sua boca é tão macia é, bom, bom, bom, bombom
Tô muito feliz
Hoje encontrei alguém que pensa igual a mim
É amor demais
Que chegou na hora certa e me trouxe a paz
Com você, faço planos e não tenho medo de me arrepender
É tão bom sentir esse frio na barriga, é sinal de paixão
Tá, vou confessar
A princípio tive medo de me entregar
Mas me entreguei
E naquele instante, por você me apaixonei
E assim, começou nossa história e pra sorte Deus abençoou
Nosso amor, nosso amor, ôôô
Namorar é bom, te beijar é bom
Surpresa de amor é, bom, bom, bom, bombom
Eu tô apaixonado, meu bombom delicado
Sua boca é tão macia é, bom, bom, bom, bombom
Namorar é bom, te beijar é bom
Surpresa de amor é, bom, bom, bom, bombom
Eu tô apaixonado, meu bombom delicado
Sua boca é tão macia é, bom, bom, bom, bombom
E namorar é bom, te beijar é bom
Surpresa de amor é, bom, bom, bom, bombom
Eu tô apaixonado, meu bombom delicado
Sua boca é tão macia é, bom, bom, bom, bombom
E namorar é bom, te beijar é bom
Surpresa de amor é, bom, bom, bom, bombom
Eu tô apaixonado, meu bombom delicado
Sua boca é tão macia é, bom, bom, bom, bombom
Lê, lê, lê, lê, lê
Lê, lê, lê, lê, lê
Lê, lê, lê, lê, lê, é bom, bom, bom, bombom
Lê, lê, lê, lê, lê
Lê, lê, lê, lê, lê
Lê, lê, lê, lê, lê, é bom, bom, bom, bombom",pt,2
No Meu Talento,Anitta,2015,1584,No Meu Talento,Anitta,"Chega, fecha o closet na maldade
Que hoje eu vou pegar você
Hoje eu vou pegar você
Hoje eu vou pegar
Vem, que eu já tô cheia de vontade
De fazer acontecer
Hoje eu vou te enlouquecer
Hoje eu vou te enlouquecer
Vem, chega mais perto
Vai, fica a vontade
É que eu tô querendo a noite toda
Não, não para agora
Vai, se movimenta
Vem, que eu não tô aqui à toa
Pode vir que vai começar, não tem mais jeito
E não adianta tentar, já foi, tá feito
Esse som é pra dominar teu pensamento
Vem que eu vou te hipnotizar
No meu talento
Pode vir que vai começar, não tem mais jeito
E não adianta tentar, já foi, tá feito
Esse som é pra dominar teu pensamento
Vem que eu vou te hipnotizar
No meu talento
Iê, iê, yeah
Iê, iê, yeah
Chega, fecha o closet na maldade
Que hoje eu vou pegar você
Hoje eu vou pegar você
Hoje eu vou pegar
Vem, que eu já tô cheia de vontade
De fazer acontecer
Hoje eu vou te enlouquecer
Hoje eu vou te enlouquecer
Vem, chega mais perto
Vai, fica a vontade
É que eu tô querendo a noite toda
Não, não para agora
Vai, se movimenta
Vem, que eu não tô aqui à toa
Pode vir que vai começar, não tem mais jeito
E não adianta tentar, já foi, tá feito
Esse som é pra dominar teu pensamento
Vem que eu vou te hipnotizar
No meu talento
Pode vir que vai começar, não tem mais jeito
E não adianta tentar, já foi, tá feito
Esse som é pra dominar teu pensamento
Vem que eu vou te hipnotizar
No meu talento
Iê, iê, yeah
Iê, iê, yeah",pt,2
Camarote,Wesley Safadão,2015,1587,Camarote,Wesley Safadão,"Como é que você ainda tem coragem de falar comigo?
Além de não ter coração, não tem juízo
Fez o que fez e vem me pedir pra voltar
Você não merece um por cento do amor que eu te dei
Jogou nossa história num poço sem fundo
Destruiu os sonhos que um dia sonhei
Quer saber? Palmas pra você!
Você merece o título de pior mulher do mundo
Agora assista aí de camarote
Eu bebendo gela, tomando Ciroc
Curtindo na balada, só dando virote
E você de bobeira sem ninguém na geladeira
Agora assista aí de camarote
Eu bebendo gela, tomando Ciroc
Curtindo na balada, só dando virote
E você de bobeira sem ninguém na geladeira
Pra aprender que amor não é brincadeira!
Como é que você ainda tem coragem de falar comigo?
Além de não ter coração, não tem juízo
Fez o que fez e vem me pedir pra voltar
Você não merece um por cento do amor que eu te dei
Jogou nossa história num poço sem fundo
Destruiu os sonhos que um dia sonhei
Quer saber? Palmas pra você!
Você merece o título de pior mulher do mundo
Agora assista aí de camarote
Eu bebendo gela, tomando Ciroc
Curtindo na balada, só dando virote
E você de bobeira sem ninguém na geladeira
Agora assista aí de camarote
Eu bebendo gela, tomando Ciroc
Curtindo na balada, só dando virote
E você de bobeira sem ninguém na geladeira
Pra aprender que amor não é brincadeira!",pt,1
Ponto Fraco,João Bosco & Vinicius,2015,1588,Ponto Fraco,João Bosco e Vinícius,"Sinto que o sentimento as vezes
É ciúme ciumento
Na verdade verdadeira pode ser só de momento
Acho que gosto já gostando de você
Amo, amor e a pessoa que duvida duvidando
Eu posso ser diferente acredito acreditando
Acho que gosto já gostando de você
Viver, a vida é perfeito mesmo sem a perfeição
Quero te beijar com beijo chegar no seu coração
E apaixonado ter certeza que é paixão
No ponto fraco me pegou de jeito
Nessa surpresa eu fiquei surpreso
Não da pra explicar a emoção
Daquele amor que fizemos no chão
Janela aberta e a noite chegando
Ai dormiu e eu fiquei te olhando
Bateu o vento e a porta fechando
E o barulho acabou te acordando
Aproveitei pra te dizer te amo!",pt,2
Lua De Mel,Sorriso Maroto,2015,1589,Lua de Mel,Sorriso Maroto,"Tô precisando demais desse abraço
Tô precisando juntar meus pedaços
Vou te contar com detalhes
Por que eu ando triste assim
Já faz um tempo que eu não te desejo
Não te procuro nem peço seus beijos
Sinto que a nossa história está caminhando pro fim
Eu cheguei até fazer as malas
Eu chorei ao decorar as falas
Mas pra que se eu sei que a gente ainda se ama
Eu vou rezar pra gente se entender
Eu tenho um plano pra reacender a nossa chama
Minhas malas estão prontas, mas também tem roupas suas
Vamos pra uma lua de mel
Faça eu me apaixonar, traz de novo aquele olhar
Que no passado me paralisou atravessando a rua
Abre esse sorriso pra mim
Seja lá pra onde for, diz que aceita por favor
Vale a pena lutar pra salvar o nosso amor",pt,1
Lunático,Thiago & Graciano,2015,1590,Lunático,Thiago e Graciano,"Quero ver o seus olhos brilhando
Suas amigas comentando
Que eu gosto mesmo de você
Quero ouvir que eu sou diferente
Que encontrou alguém decente e é tão fácil perceber
Não que eu seja um cara ultrapassado
Quando eu to apaixonado eu me entrego pra valer
Quero ser o melhor namorado
Cada instante do seu lado eu vou fazer por merecer
Eu sou apenas um romântico
Que faz de tudo por amor por amar
Um sonhador assim lunático
Sem medo de se entregar.",pt,8
"Hey, Mundo!",Thiaguinho,2015,1591,"Hey, Mundo!",Thiaguinho,"Hey, mundo
Aguenta eu que hoje eu tô demais
Finalmente encontrei a paz
E a felicidade mora aqui
Hey, mundo
Aguenta eu que hoje eu tô assim
Deus deu um presente para mim
Desde então não paro de sorrir
Se tiver pagode então
Tá tudo lindo, tá perfeito, eu sou desse jeito
Se quiser me acompanhar, sempre tem lugar
Puxa uma cadeira e vem pra batucar, pra batucar
Se tiver pagode então
Tô em casa, batuqueiro, eu sou brasileiro
Deixa o samba me levar pra qualquer lugar
Pela madrugada até o sol raiar
Chega mais pra você ver
Quando a batucada começar
O nosso clima vai ferver
E o bicho vai pegar",pt,2
Posso Ser,Lexa,2015,1593,Posso Ser,Lexa,"Eu sei de tudo agora
Se liga, senta e chora
Não adianta explicar
Sai, vai embora
Procura suas amigas
Não sou tua menina
Não pode, sai de cima
Acabou sua hora
Vou pra night de sainha
E não volto sozinha
Hoje eu quero, eu vou me acabar
Já ela nem chega junto
Vaza sai do meu mundo
Não tenho ideia pra te dar
Rala, vai pra casa, pára
De fazer pirraça
To ligada na sua
Vaza
Bem feito agora, passa
Chega de palhaçada
Eu não sou mais sua
Eu posso ser
Do Betinho, Gabriel, Ronaldinho
Ou de ninguém
Mas eu não sou mais sua
Eu posso ser
Do Adriano, do Bruno, do Caio, Junior
Ou de ninguém
Mas eu não sou mais sua
Eu sei de tudo agora
Se liga, senta e chora
Não adianta explicar
Sai, vai...
Procura suas amigas
Não sou tua menina
Não pode, sai de cima
Acabou sua hora
Vou pra night de sainha
E não volto sozinha
Hoje eu quero, eu vou me acabar
Já ela nem chega junto
Vaza sai do meu mundo
Não tenho ideia pra te dar
Rala, vai pra casa, pára
De fazer pirraça
To ligada na sua
Vaza
Bem feito agora, passa
Chega de palhaçada
Eu não sou mais sua
Eu posso ser
Do Betinho, Gabriel, Ronaldinho
Ou de ninguém
Mas eu não sou mais sua
Eu posso ser
Do Adriano, do Bruno, do Caio, Junior
Ou de ninguém
Mas eu não sou mais sua
Eu posso ser...
Eu posso ser...
Eu posso ser de todo mundo
Mas eu não vou ser mais sua não",pt,2
Bang!,Anitta,2015,1594,Bang,Anitta,"Vem na maldade, com vontade
Chega, encosta em mim
Hoje eu quero e você sabe que eu gosto assim
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh
Bang (bang), dei meu tiro certo em você (vem)
Deixa que eu faço acontecer (vem)
Tem que ser assim pra me acompanhar, pra chegar
Então vem (vem), não sou de fazer muita pressão (não)
Mas não vou ficar na tua mão (que)
Se você quiser não pode vacilar
Demorar
E pra te dominar, virar tua cabeça
Eu vou continuar te provocando
E pra escandalizar, dar a volta por cima
Não vou parar até te ver pirando
Vem na maldade, com vontade
Chega, encosta em mim
Hoje eu quero e você sabe que eu gosto assim
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh
Bang (bang), dei meu tiro certo em você (vem)
Deixa que eu faço acontecer (vem)
Tem que ser assim pra me acompanhar, pra chegar
Então vem (vem), não sou de fazer muita pressão (não)
Mas não vou ficar na tua mão (que)
Se você quiser não pode vacilar
Demorar
E pra te dominar, virar tua cabeça
Eu vou continuar te provocando
E pra escandalizar, dar a volta por cima
Não vou parar até te ver pirando
Vem na maldade, com vontade
Chega, encosta em mim
Hoje eu quero e você sabe que eu gosto assim
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh
E pra te dominar, virar tua cabeça
Eu vou continuar te provocando
E pra escandalizar, dar a volta por cima
Não vou parar até te ver pirando
Vem na maldade, com vontade
Chega, encosta em mim
Hoje eu quero e você sabe que eu gosto assim
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
Uh, uh, uh, uh
Uh, uh, uh, uh
Uh, uh, uh, uh
Uh, uh, uh, uh
Uh, uh, uh, uh",pt,1
A Paz Desse Amor,Paula Fernandes,2015,1595,A Paz Desse Amor,Paula Fernandes,"Na hora que você deixou de lado aquele meu abraço
E a relação foi pro espaço
Fiquei sem chão
Na hora que você ficou em dúvida do sentimento
Eu tava aí dentro, do seu coração
Agora eu já sei, pintou saudade
Quer tentar de novo
E a nossa vida está em jogo
Eu te falei
Que a hora de você vir me dizer que você está de volta
E bater a porta e se arrepender
Saiba que eu
Não vivo sem seu toque, sem o teu sorriso
E me doeu, sentir que me deixar pra você, foi preciso
Saiba que não
Eu nunca duvidei que você me amasse
Eu esperei que você voltasse pra nós
Voltar pra dizer que me ama
Não dá pra viver sem a paz desse amor
Voltar pra guiar o meu caminho
Prometa que não vai me abandonar de novo
Que agora vai cuidar melhor de mim e desse amor",pt,1
A Dama Da Noite,Fred & Gustavo,2015,1597,A Dama da Noite,Fred e Gustavo,"Toda noite vem
Buscar meu coração
Levar o meu amor
Pra sua coleção
Seu vício é dominar
Seu toque é fatal
Me ama como louca
Que parece real
Quando nasce o sol
Eu olho para o lado
Me vejo no espelho
Meu corpo está marcado
Ela já foi embora
Sempre na mesma hora
Provar outro sabor
Mas a noite ela volta
Eu sei que vou
Te esperar mais uma vez
Dentro do quarto
Em minha cama
Mais uma vez
Me entregar ao seu veneno
Já sabendo que não ama
Mesmo sabendo que não ama
Por que é tão maldita
A dama da noite dos meus sonhos
A mulher que me faz perder o sono
Que vem e vai e a saudade fica
Por que é tão maldita
A dama da noite dos meus sonhos
A mulher que me faz perder o sono
Veneno que meu corpo necessita
Por que é tão maldita
Eu sei que vou
Te esperar mais uma vez
Dentro do quarto
Em minha cama
Mais uma vez
Me entregar ao seu veneno
Já sabendo que não ama
Mesmo sabendo que não ama
Por que é tão maldita
A dama da noite dos meus sonhos
A mulher que me faz perder o sono
Que vem e vai e a saudade fica
Por que é tão maldita
A dama da noite dos meus sonhos
A mulher que me faz perder o sono
Veneno que meu corpo necessita
Por que é tão maldita
A dama da noite dos meus sonhos
A mulher que me faz perder o sono
Que vem e vai e a saudade fica
Por que é tão maldita
A dama da noite dos meus sonhos
A mulher que me faz perder o sono
Veneno que meu corpo necessita
Por que é tão maldita",pt,8
Recém-Abandonado,Carreiro & Capataz,2015,1598,Recém Abandonado,João Carreiro & Capataz,"To me sentindo menos do que um ''tustão'' furado
Recém abandonado, e o coração dilacerado
Preciso desabafar
Amigo, eu sei que você já viveu o mesmo caso
Sofreu porque amou, agora tá só o bagaço
Ela também te fez chorar
Então vamos combinar
A gente bebe, chora junto na mesa de um bar
A culpa não é minha, e nem sua
A vida continua, então garçom desce mais uma que é pra gente falar mal
Vamos combinar
A gente bebe, chora junto, na mesa de um bar
A culpa não é minha, e nem sua
A vida continua, então garçom desce mais uma que é pra gente falar mal",pt,92
Sentimento Louco,Marilia Mendonca,2015,1599,Sentimento Louco,Marília Mendonça,"Só queria mais um pouco desse sentimento louco
De acordar de madrugada pra fazer de novo
E se isso for pecado, quem vai nos julgar?
Quem nunca amou nunca vai entender
Essa loucura que eu sinto por você
Só sei que é bom demais, é bom demais
Mas quando te vejo com ela
A minha mão gela
Minha boca vai secando, eu vou ficando muda
Ô meu Deus, me ajuda, o que é que eu vou fazer?
Eu sei que tá com ela pra manter as aparências
Mas nas suas horas de carência, você vem me ver
E a gente faz amor
Me diz que eu sou o seu amor
E vai embora antes do dia amanhecer
Eu sei que é errado e quem vai entender?
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não têm nada a ver
Eu sei que é errado e quem vai entender?
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não têm nada a ver
Sou mais eu e você
E a gente faz amor
Me diz que eu sou o seu amor
E vai embora antes do dia amanhecer
Eu sei que é errado e quem vai entender?
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não têm nada a ver
Eu sei que é errado e quem vai entender?
Mas eu amo você
Você e ela não têm nada a ver
Eu sei que é errado e quem vai entender?
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não têm nada a ver
Sou mais eu e você",pt,2
Cicatrizes,Kleo Dibah & Rafael Part. Gusttavo Lima,2015,15100,Cicatrizes (Part. Gusttavo Lima),Kleo Dibah & Rafael,"Eu te entendo quando você vem falar
Que ainda sente o mesmo por seu ex amor
Eu também já passei por essa uma vez
E sei bem o que você passou
Eu te entendo, seu coração tá fechado
Morrendo de medo de não superar
Mas vai passar, serei o seu segundo plano
Caso você precisar
Vai passar, serei o seu segundo plano
Caso você precisar
Com o sorriso de sempre
E mais de uma garrafa na mente
Sou eu pensando em você, vem cá, bora beber
E que saber, deixa a vida pra lá, são aguas passadas
Com o sorriso de sempre
E mais de uma garrafa na mente
Sou eu pronto pra dizer, vem cá, bora beber
E que saber, deixa a vida apagar cicatrizes e marcas.",pt,1
Seu Polícia (Ao Vivo),Zé Neto & Cristiano,2016,1601,Seu Polícia,Zé Neto e Cristiano,"Seu polícia, é que eu separei recentemente
De paixão, eu tô doente
Será que o senhor me entende?
Os vizinhos tão reclamando do volume do meu som
Mas enquanto ela não voltar
Eu vou continuar
Me afogando no álcool
O som do carro no talo
Manda a multa, que eu vou pagar
Mas enquanto ela não voltar
Sofrimento é mato
Coração em pedaço
Compreenda, por favor
O meu amor me deixou
Seu polícia, é que eu separei recentemente
De paixão, eu tô doente
Será que o senhor me entende?
Os vizinhos tão reclamando do volume do meu som
Mas enquanto ela não voltar
Eu vou continuar
Me afogando no álcool
O som do carro no talo
Manda a multa, que eu vou pagar
Mas enquanto ela não voltar
Sofrimento é mato
Coração em pedaço
Compreenda, por favor
O meu amor me deixou
Me afogando no álcool
O som do carro no talo
Manda a multa, que eu vou pagar
Mas enquanto ela não voltar
Sofrimento é mato
Coração em pedaço
Compreenda, por favor
O meu amor me deixou",pt,2
